"enterobacter","escherichia","klebsciella","enterobacter.rel","escherichia.rel","klebsciella.rel","enterobacter.relTot","escherichia.relTot","klebsciella.relTot","samples"
84,38,8575,0.00965850293204553,0.00436932275497298,0.985972174312981,0.0010812898242904,0.000489154920512325,0.110381669562979,"CAMDA23_MetaSUB_gCSD17_TOK_18"
367,405,714,0.246971736204576,0.272543741588156,0.480484522207268,0.000280981244693321,0.000310074670574373,0.000546650159975562,"CAMDA23_MetaSUB_gCSD17_TOK_19"
1000,300,2349,0.274047684297068,0.0822143052891203,0.643738010413812,0.000321524385695509,9.64573157086526e-05,0.00075526078199875,"CAMDA23_MetaSUB_gCSD17_TOK_1"
290,109,515,0.317286652078775,0.11925601750547,0.563457330415755,6.96384348449596e-05,2.61744462003469e-05,0.00012366825498329,"CAMDA23_MetaSUB_gCSD17_TOK_20"
1191,198,1218,0.456846950517837,0.0759493670886076,0.467203682393556,0.000775554218467958,0.000128933446898955,0.000793136052135997,"CAMDA23_MetaSUB_gCSD17_TOK_21"
524,381,1323,0.235188509874327,0.171005385996409,0.593806104129264,0.000142609908286044,0.000103691555452257,0.000360062802790909,"CAMDA23_MetaSUB_gCSD17_TOK_22"
409,214,5594,0.0657873572462603,0.0344217468232266,0.899790895930513,0.000181457525407381,9.49435463011725e-05,0.0024818420467699,"CAMDA23_MetaSUB_gCSD17_TOK_23"
311,270,845,0.218092566619916,0.189340813464236,0.592566619915849,0.000109195604086935,9.48000421333521e-05,0.000296689020750676,"CAMDA23_MetaSUB_gCSD17_TOK_24"
1192,239,964,0.497703549060543,0.0997912317327766,0.402505219206681,0.000906301915627245,0.000181716575364859,0.000732948864651564,"CAMDA23_MetaSUB_gCSD17_TOK_25"
1967,169,718,0.689208128941836,0.0592151366503153,0.251576734407849,0.000956552946931979,8.21847727663978e-05,0.000349163709149548,"CAMDA23_MetaSUB_gCSD17_TOK_2"
386,308,3158,0.100207684319834,0.0799584631360332,0.819833852544133,0.0001396646528664,0.000111442261872671,0.00114264500972044,"CAMDA23_MetaSUB_gCSD17_TOK_3"
202,142,1303,0.122647237401336,0.0862173649058895,0.791135397692775,0.00013434486593114,9.44404503080288e-05,0.000866590892615222,"CAMDA23_MetaSUB_gCSD17_TOK_4"
408,223,2009,0.154545454545455,0.084469696969697,0.760984848484848,0.000449628395355603,0.000245752774912499,0.00221397903497404,"CAMDA23_MetaSUB_gCSD17_TOK_5"
180,104,896,0.152542372881356,0.088135593220339,0.759322033898305,0.00153140659695931,0.000884812700465377,0.00762300172708633,"CAMDA23_MetaSUB_gCSD17_TOK_6"
432,454,8730,0.0449251247920133,0.0472129783693844,0.907861896838602,0.00031492159764392,0.000330959271598008,0.00636404061905421,"CAMDA23_MetaSUB_gCSD17_TOK_7"
259,174,1075,0.171750663129973,0.115384615384615,0.712864721485411,0.000831759733836885,0.000558788392616286,0.00345228460955464,"CAMDA23_MetaSUB_gCSD17_TOK_8"
589,261,879,0.340659340659341,0.150954308849046,0.508386350491614,0.0003962386257987,0.000175582820600103,0.000591330648687703,"CAMDA23_MetaSUB_gCSD17_TOK_9"
1699,233,2103,0.421065675340768,0.0577447335811648,0.521189591078067,0.000354003763816356,4.85478969801124e-05,0.000438181233258268,"CAMDA23_MetaSUB_gCSD17_VIE_10"
1043,428,1767,0.322112415071031,0.132180358245831,0.545707226683138,0.000411907971149855,0.00016902839084577,0.000697834501459055,"CAMDA23_MetaSUB_gCSD17_VIE_11"
350,104,595,0.333651096282173,0.0991420400381316,0.567206863679695,9.2909887231288e-05,2.76075093487256e-05,0.00015794680829319,"CAMDA23_MetaSUB_gCSD17_VIE_12"
2032,335,1898,0.476436107854631,0.078546307151231,0.445017584994138,0.000674145300208647,0.000111141080496996,0.000629688868009848,"CAMDA23_MetaSUB_gCSD17_VIE_13"
2094,14395,2339,0.111217335882728,0.764552793711494,0.124229870405779,0.00113746485483471,0.00781939187456815,0.00127054932925425,"CAMDA23_MetaSUB_gCSD17_VIE_14"
844,54,3097,0.211264080100125,0.0135168961201502,0.775219023779725,0.000299444431238298,1.91587669275689e-05,0.00109879076249409,"CAMDA23_MetaSUB_gCSD17_VIE_15"
3122,383,3611,0.438729623383924,0.0538223721191681,0.507448004496908,0.000972467216610064,0.000119300110173496,0.00112478511184463,"CAMDA23_MetaSUB_gCSD17_VIE_16"
996,322,1253,0.387397899649942,0.125243096071567,0.487359004278491,0.000368880964779275,0.000119256697448721,0.00046406410528959,"CAMDA23_MetaSUB_gCSD17_VIE_1"
1618,387,9412,0.141718489971096,0.0338968205307874,0.824384689498117,0.000829856790721196,0.000198488614344316,0.00482732516332997,"CAMDA23_MetaSUB_gCSD17_VIE_2"
828,165,9266,0.0807096208207428,0.0160834389316698,0.903206940247588,0.00048874182036259,9.73942033331248e-05,0.00546942235202869,"CAMDA23_MetaSUB_gCSD17_VIE_3"
1019,196,979,0.464448495897903,0.089334548769371,0.446216955332726,0.000682859620413147,0.000131344931894972,0.000656054532271316,"CAMDA23_MetaSUB_gCSD17_VIE_4"
2293,24641,3897,0.0743731958094126,0.799228049690247,0.126398754500341,0.000716988660134868,0.00770489209523911,0.00121853676779136,"CAMDA23_MetaSUB_gCSD17_VIE_5"
1392,195,1982,0.39002521714766,0.0546371532642197,0.55533762958812,0.000462426209467114,6.47795336537982e-05,0.000658425824111939,"CAMDA23_MetaSUB_gCSD17_VIE_6"
2121,340,3714,0.343481781376518,0.0550607287449393,0.601457489878543,0.000774418273496347,0.00012414060018329,0.00135605349729629,"CAMDA23_MetaSUB_gCSD17_VIE_7"
956,306,11997,0.0721019684742439,0.0230786635492873,0.904819367976469,0.000351370215199555,0.000112467872229146,0.00440940216710153,"CAMDA23_MetaSUB_gCSD17_VIE_8"
1737,244,4494,0.268262548262548,0.0376833976833977,0.694054054054054,0.00053860364910949,7.56587739681725e-05,0.00139348577956134,"CAMDA23_MetaSUB_gCSD17_VIE_9"
1414,184,3616,0.271192942079018,0.0352896049098581,0.693517453011124,0.000628835440347131,8.18286570182972e-05,0.00160811099879436,"CAMDA23_MetaSUB_gCSD17_ZRH_10"
2232,114,3547,0.378754454437468,0.0193449855761072,0.601900559986425,0.000505765431340643,2.58321053641726e-05,0.000803741032690529,"CAMDA23_MetaSUB_gCSD17_ZRH_11"
698,179,1222,0.332539304430681,0.0852787041448309,0.582181991424488,0.000891778011156169,0.000228693787961252,0.00156125032898687,"CAMDA23_MetaSUB_gCSD17_ZRH_12"
140540,4227,327974,0.297287521073907,0.00894147112266548,0.693771007803427,0.0375039561416664,0.00112800073011829,0.0875218621859037,"CAMDA23_MetaSUB_gCSD17_ZRH_13"
709,204,1087,0.3545,0.102,0.5435,0.000617979095048497,0.00017781062819449,0.00094745172964417,"CAMDA23_MetaSUB_gCSD17_ZRH_14"
6428,348,12009,0.342187915890338,0.0185254192174607,0.639286664892201,0.0019616148472394,0.000106198190236358,0.00366475306479432,"CAMDA23_MetaSUB_gCSD17_ZRH_15"
2570,378,4205,0.35928980847197,0.0528449601565777,0.587865231371453,0.00105611808797423,0.000155335656519166,0.00172800644355316,"CAMDA23_MetaSUB_gCSD17_ZRH_16"
1411,140,1352,0.486048914915605,0.0482259731312435,0.465725111953152,0.000544616689818987,5.40370918317918e-05,0.000521843915404161,"CAMDA23_MetaSUB_gCSD17_ZRH_1"
810,369,1794,0.272452068617558,0.124117053481332,0.60343087790111,0.000988762289338701,0.000450436154032075,0.00218992536675757,"CAMDA23_MetaSUB_gCSD17_ZRH_2"
2163,314,1885,0.495873452544704,0.0719853278312701,0.432141219624026,0.00129196265433518,0.000187552599843388,0.00112591290033371,"CAMDA23_MetaSUB_gCSD17_ZRH_3"
3338,159,1037,0.736215262461403,0.0350683722981914,0.228716365240406,0.00128535892242408,6.12259043335618e-05,0.000399316118200652,"CAMDA23_MetaSUB_gCSD17_ZRH_4"
1269,346,2132,0.3386709367494,0.092340539097945,0.568988524152655,0.000418462747911973,0.000114096225987031,0.000703043797122401,"CAMDA23_MetaSUB_gCSD17_ZRH_5"
1926,312,2079,0.446143154968728,0.0722724113968033,0.481584433634468,0.000708472685913385,0.000114768160957932,0.00076475322638314,"CAMDA23_MetaSUB_gCSD17_ZRH_6"
4732,600,6258,0.408283002588438,0.0517687661777394,0.539948231233822,0.0036680009549825,0.000465088878484678,0.0048508770025952,"CAMDA23_MetaSUB_gCSD17_ZRH_7"
2831,365,2386,0.507165890361877,0.0653887495521319,0.427445360085991,0.00079387067899919,0.000102353513894279,0.000669083518223973,"CAMDA23_MetaSUB_gCSD17_ZRH_8"
1733,146,1285,0.547724399494311,0.0461441213653603,0.406131479140329,0.000412048360639562,3.47138261127386e-05,0.000305529222978556,"CAMDA23_MetaSUB_gCSD17_ZRH_9"
